code,name,country_code,timezone
MKL,McKellar-Sipes Regional Airport,US,America/Chicago
MKM,Mukah Airport,MY,Asia/Kuching
MKN,Malekolon Airport,PG,Pacific/Port_Moresby
MKP,Makemo Airport,PF,Pacific/Tahiti
MKQ,Mopah Airport,ID,Asia/Jayapura
MKR,Meekatharra Airport,AU,Australia/Perth
MKS,Mekane Selam Airport,ET,Africa/Addis_Ababa
MKU,Makokou Airport,GA,Africa/Libreville
MKV,Mount Cavenagh Airport,AU,Australia/Eucla
MKW,Rendani Airport,ID,Asia/Jayapura
MKY,Mackay Airport,AU,Australia/Brisbane
MKZ,Malacca Airport,MY,Asia/Kuala_Lumpur
MLA,Malta International Airport,MT,Europe/Malta
MLB,Melbourne International Airport,US,America/New_York
MLE,Malé International Airport,MV,Indian/Maldives
MLG,Abdul Rachman Saleh Airport,ID,Asia/Jakarta
MLI,Quad City International Airport,US,America/Chicago
MLK,Malta Airport,US,America/Swift_Current
MLM,General Francisco J. Mujica International Airport,MX,America/Mexico_City
MLN,Melilla Airport,ES,Africa/Ceuta
MLO,Milos Airport,GR,Europe/Athens
MLP,Malabang Airport,PH,Asia/Manila
MLQ,Malalaua Airport,PG,Pacific/Port_Moresby
MLR,Millicent Airport,AU,Australia/Adelaide
MLS,Frank Wiley Field,US,America/Denver
MLU,Monroe Regional Airport,US,America/Chicago
MLV,Merluna Airport,AU,Pacific/Port_Moresby
MLW,Spriggs Payne Airport,LR,Africa/Monrovia
MLX,Malatya Erhaç Airport,TR,Europe/Istanbul
MLY,Manley Hot Springs Airport,US,America/Anchorage
MLZ,Cerro Largo International Airport,UY,America/Montevideo
MMB,Memanbetsu Airport,JP,Asia/Tokyo
MMC,Ciudad Mante National Airport,MX,America/Monterrey
MMD,Minamidaito Airport,JP,Asia/Tokyo
MME,Durham Tees Valley Airport,GB,Europe/London
MMF,Mamfe Airport,CM,Africa/Douala
MMG,Mount Magnet Airport,AU,Australia/Perth
MMH,Mammoth Yosemite Airport,US,America/Los_Angeles
MMI,McMinn County Airport,US,America/Kentucky/Monticello
MMJ,Shinshu-Matsumoto Airport,JP,Asia/Tokyo
MMK,Murmansk Airport,RU,Europe/Moscow
MML,Southwest Minnesota Regional Airport - Marshall/Ryan Field,US,America/Rainy_River
MMM,Middlemount Airport,AU,Australia/Brisbane
MMO,Maio Airport,CV,Atlantic/Cape_Verde
MMQ,Mbala Airport,ZM,Africa/Lusaka
MMS,Selfs Airport,US,America/Indiana/Vincennes
MMT,Mc Entire Joint National Guard Base,US,America/Kentucky/Monticello
MMU,Morristown Municipal Airport,US,America/New_York
MMV,Mal Airport,PG,Pacific/Port_Moresby
MMX,Malmö Sturup Airport,SE,Europe/Stockholm
MMY,Miyako Airport,JP,Asia/Tokyo
MMZ,Maymana Zahiraddin Faryabi Airport,AF,Asia/Kabul
MNA,Melangguane Airport,ID,Asia/Makassar
MNB,Muanda Airport,CD,Africa/Kinshasa
MNC,Nacala Airport,MZ,Africa/Maputo
MND,Medina Airport,CO,America/Bogota
MNE,Mungeranie Airport,AU,Australia/Adelaide
MNF,Mana Island Airport,FJ,Pacific/Fiji
MNG,Maningrida Airport,AU,Australia/Darwin
MNH,Mussanah Airport,OM,Asia/Muscat
MNJ,Mananjary Airport,MG,Indian/Antananarivo
MNK,Maiana Airport,KI,Pacific/Tarawa
MNL,Ninoy Aquino International Airport,PH,Asia/Manila
MNN,Marion Municipal Airport,US,America/Detroit
MNO,Manono Airport,CD,Africa/Lubumbashi
MNQ,Monto Airport,AU,Australia/Brisbane
MNR,Mongu Airport,ZM,Africa/Lusaka
MNS,Mansa Airport,ZM,Africa/Lusaka
MNU,Mawlamyine Airport,MM,Asia/Rangoon
MNX,Manicoré Airport,BR,America/Manaus
MNY,Mono Airport,SB,Pacific/Guadalcanal
MNZ,Manassas Regional Airport/Harry P. Davis Field,US,America/New_York
MOA,Orestes Acosta Airport,CU,America/Havana
MOB,Mobile Regional Airport,US,America/Chicago
MOC,Mário Ribeiro Airport,BR,America/Bahia
MOD,Modesto City Co-Harry Sham Field,US,America/Los_Angeles
MOE,Momeik Airport,MM,Asia/Rangoon
MOF,Maumere(Wai Oti) Airport,ID,Asia/Makassar
MOG,Mong Hsat Airport,MM,Asia/Rangoon
MOI,Mitiaro Island Airport,CK,Pacific/Rarotonga
MOJ,Moengo Airstrip,SR,America/Paramaribo
MOL,Molde Airport,NO,Europe/Oslo
MOM,Letfotar Airport,MR,Africa/Nouakchott
MON,Mount Cook Airport,NZ,Pacific/Auckland
MOO,Moomba Airport,AU,Australia/Adelaide
MOQ,Morondava Airport,MG,Indian/Antananarivo
MOS,Moses Point Airport,US,America/Nome
MOT,Minot International Airport,US,America/Chicago
MOU,Mountain Village Airport,US,America/Nome
MOV,Moranbah Airport,AU,Australia/Brisbane
MOZ,Moorea Airport,PF,Pacific/Tahiti
MPA,Katima Mulilo Airport,NA,Africa/Windhoek
MPC,Muko Muko Airport,ID,Asia/Jakarta
MPF,Mapoda Airport,PG,Pacific/Port_Moresby
MPG,Makini Airport,PG,Pacific/Port_Moresby
MPH,Godofredo P. Ramos Airport,PH,Asia/Manila
MPI,Mamitupo Airport,PA,America/Panama
MPL,Montpellier-Méditerranée Airport,FR,Europe/Paris
MPM,Maputo Airport,MZ,Africa/Maputo
MPN,Mount Pleasant Airport,FK,Atlantic/Stanley
MPU,Mapua(Mabua) Airport,PG,Pacific/Port_Moresby
MPV,Edward F Knapp State Airport,US,America/New_York
MPW,Mariupol International Airport,UA,Europe/Zaporozhye
MPX,Miyanmin Airport,PG,Pacific/Port_Moresby
MPY,Maripasoula Airport,GF,America/Cayenne
MPZ,Mount Pleasant Municipal Airport,US,America/Chicago
MQA,Mandora Airport,AU,Australia/Perth
MQB,Macomb Municipal Airport,US,America/Chicago
MQC,Miquelon Airport,PM,America/Miquelon
MQD,Maquinchao Airport,AR,America/Argentina/Salta
MQE,Marqua Airport,AU,Australia/Darwin
MQF,Magnitogorsk International Airport,RU,Asia/Yekaterinburg
MQG,Midgard Airport,NA,Europe/Oslo
MQH,Minaçu Airport,BR,America/Sao_Paulo
MQK,San Matías Airport,BO,America/La_Paz
MQL,Mildura Airport,AU,Australia/Melbourne
MQM,Mardin Airport,TR,Europe/Istanbul
MQN,Mo i Rana Airport Røssvoll,NO,Europe/Oslo
MQO,Malam Airport,PG,Pacific/Port_Moresby
MQP,Kruger Mpumalanga International Airport,ZA,Africa/Johannesburg
MQQ,Moundou Airport,TD,Africa/Ndjamena
MQS,Mustique Airport,VC,America/St_Vincent
MQT,Sawyer International Airport,US,America/Menominee
MQU,Mariquita Airport,CO,America/Bogota
MQV,Mostaganem Airport,DZ,Africa/Algiers
MQX,Mekele Airport,ET,Africa/Addis_Ababa
MQY,Smyrna Airport,US,America/Indiana/Tell_City
MQZ,Margaret River Airport,AU,Australia/Perth
MRA,Misratah Airport,LY,Africa/Tripoli
MRB,Eastern WV Regional Airport/Shepherd Field,US,America/New_York
MRC,Maury County Airport,US,America/Rio_Branco
MRD,Alberto Carnevalli Airport,VE,America/Caracas
MRE,Mara Serena Airport ,KE,Africa/Nairobi
MRF,Marfa Municipal Airport,US,America/Ojinaga
MRG,Mareeba Airport,AU,Australia/Brisbane
MRH,May River Airstrip,PG,America/New_York
MRI,Merrill Field,US,America/Anchorage
MRK,Marco Island Executive Airport,US,America/Havana
MRM,Manari Airport,PG,Pacific/Port_Moresby
MRO,Hood Airport,NZ,Pacific/Auckland
MRP,Marla Airport,AU,Australia/Adelaide
MRQ,Marinduque Airport,PH,Asia/Manila
MRR,Jose Maria Velasco Ibarra Airport,EC,America/Guayaquil
MRS,Marseille Provence Airport,FR,Europe/Paris
MRU,Sir Seewoosagur Ramgoolam International Airport,MU,Indian/Mauritius
MRV,Mineralnyye Vody Airport,RU,Europe/Moscow
MRW,Lolland Falster Maribo Airport,DK,Europe/Copenhagen
MRX,Mahshahr Airport,IR,Asia/Tehran
MRY,Monterey Peninsula Airport,US,America/Los_Angeles
MRZ,Moree Airport,AU,Australia/Sydney
MSA,Muskrat Dam Airport,CA,America/Winnipeg
MSC,Falcon Field,US,America/Phoenix
MSH,Masirah Air Base,OM,Asia/Muscat
MSI,Masalembo Airport,ID,Asia/Pontianak
MSJ,Misawa Air Base / Misawa Airport,JP,Asia/Tokyo
MSL,Northwest Alabama Regional Airport,US,America/Chicago
MSM,Masi Manimba Airport,CD,Africa/Kinshasa
MSN,Dane County Regional Truax Field,US,America/Chicago
MSO,Missoula International Airport,US,America/Denver
MSP,Minneapolis–Saint Paul International Airport / Wold–Chamberlain Field,US,America/Chicago
MSQ,Minsk National Airport,BY,Europe/Minsk
MSR,Muş Airport,TR,Europe/Istanbul
MSS,Massena International Richards Field,US,America/New_York
MST,Maastricht Aachen Airport,NL,Europe/Amsterdam
MSU,Moshoeshoe I International Airport,LS,Africa/Maseru
MSW,Massawa International Airport,ER,Africa/Asmara
MSX,Mossendjo Airport,CG,Africa/Brazzaville
MSY,Louis Armstrong New Orleans International Airport,US,America/Chicago
MSZ,Welwitschia Mirabilis International Airport,AO,Africa/Luanda
MTA,Matamata Glider Airport,NZ,Pacific/Auckland
MTB,Montelibano Airport,CO,America/Bogota
MTC,Selfridge Air National Guard Base Airport,US,America/Detroit
MTD,Mount Sanford Station Airport,AU,Australia/Darwin
MTE,Monte Alegre Airport,BR,America/Santarem
MTF,Mizan Teferi Airport,ET,America/Anchorage
MTG,Vila Bela da Santíssima Trindade Airport,BR,America/Cuiaba
MTI,Mosteiros Airport,CV,Atlantic/Cape_Verde
MTJ,Montrose Regional Airport,US,America/Denver
MTL,Maitland Airport,AU,Australia/Sydney
MTM,Metlakatla Seaplane Base,US,America/Metlakatla
MTQ,Mitchell Airport,AU,Australia/Brisbane
MTR,Los Garzones Airport,CO,America/Bogota
MTS,Matsapha Airport,SZ,Africa/Mbabane
MTT,Minatitlán/Coatzacoalcos National Airport,MX,America/Mexico_City
MTU,Montepuez Airport,MZ,Africa/Maputo
MTV,Mota Lava Airport,VU,Pacific/Efate
MTW,Manitowoc County Airport,US,America/Menominee
MTX,Metro Field,US,America/Anchorage
MTY,General Mariano Escobedo International Airport,MX,America/Monterrey
MTZ,Bar Yehuda Airfield,IL,Asia/Jerusalem
MUA,Munda Airport,SB,Pacific/Guadalcanal
MUB,Maun Airport,BW,Africa/Gaborone
MUC,Munich Airport,DE,Europe/Berlin
MUD,Mueda Airport,MZ,Africa/Maputo
MUE,Waimea Kohala Airport,US,Pacific/Honolulu
MUF,Muting Airport,ID,Asia/Jayapura
MUG,Mulege Airport,MX,America/Mazatlan
MUH,Marsa Matruh Airport,EG,Africa/Cairo
MUJ,Mui River Airport,ET,Africa/Juba
MUK,Mauke Airport,CK,Pacific/Rarotonga
MUN,Maturín Airport,VE,America/Caracas
MUO,Mountain Home Air Force Base,US,America/Boise
MUQ,Muccan Station Airport,AU,Australia/Perth
MUR,Marudi Airport,MY,Asia/Kuching
MUS,JMSDF Minami Torishima Air Base,JP,Asia/Tokyo
MUW,Ghriss Airport,DZ,Africa/Algiers
MUX,Multan International Airport,PK,Asia/Karachi
MUY,Mouyondzi Airport,CG,Africa/Brazzaville
MUZ,Musoma Airport,TZ,Africa/Dar_es_Salaam
MVA,Reykjahlíð Airport,IS,Atlantic/Reykjavik
MVB,M'Vengue El Hadj Omar Bongo Ondimba International Airport,GA,Africa/Brazzaville
MVC,Monroe County Aeroplex Airport,US,Africa/Ndjamena
MVD,Carrasco International /General C L Berisso Airport,UY,America/Montevideo
MVF,Dix-Sept Rosado Airport,BR,America/Fortaleza
MVK,Mulka Airport,AU,Australia/Adelaide
MVL,Morrisville Stowe State Airport,US,America/New_York
MVO,Mongo Airport,TD,Africa/Ndjamena
MVP,Fabio Alberto Leon Bentley Airport,CO,America/Bogota
MVQ,Mogilev Airport,BY,Europe/Minsk
MVR,Salak Airport,CM,Africa/Douala
MVS,Mucuri Airport,BR,America/Bahia
MVT,Mataiva Airport,PF,Pacific/Tahiti
MVU,Musgrave Airport,AU,Pacific/Port_Moresby
MVV,Megève Altiport,FR,Europe/Paris
MVW,Skagit Regional Airport,US,America/Vancouver
MVX,Minvoul Airport,GA,Africa/Libreville
MVY,Martha's Vineyard Airport,US,America/New_York
MVZ,Masvingo International Airport,ZW,Africa/Harare
MWA,Veterans Airport of Southern Illinois,US,America/Indiana/Vincennes
MWB,Morawa Airport,AU,Australia/Perth
MWD,Mianwali Air Base,PK,Asia/Karachi
MWF,Maewo-Naone Airport,VU,Pacific/Efate
MWG,Marawaka Airport,PG,Pacific/Port_Moresby
MWH,Grant County International Airport,US,America/Creston
MWI,Maramuni Airport,PG,Asia/Jayapura
MWJ,Matthews Ridge Airport,GY,America/Guyana
MWK,Tarempa Airport,ID,Asia/Jakarta
MWL,Mineral Wells Regional Airport,US,America/Matamoros
MWN,Mwadui Airport,TZ,Africa/Dar_es_Salaam
MWP,Mountain Airport,NP,Asia/Kathmandu
MWQ,Magway Airport,MM,Asia/Rangoon
MWT,Moolawatana Airport,AU,Australia/Broken_Hill
MWX,Muan International Airport,KR,Asia/Seoul
MWY,Miranda Downs Airport,AU,Australia/Brisbane
MWZ,Mwanza Airport,TZ,Africa/Dar_es_Salaam
MXB,Andi Jemma Airport,ID,Asia/Makassar
MXD,Marion Downs Airport,AU,Australia/Brisbane
MXH,Moro Airport,PG,Pacific/Port_Moresby
MXI,Mati National Airport,PH,Asia/Manila
MXJ,Minna Airport,NG,Africa/Lagos
MXK,Mindik Airport,PG,Pacific/Port_Moresby
MXL,General Rodolfo Sánchez Taboada International Airport,MX,America/Tijuana
MXM,Morombe Airport,MG,Indian/Antananarivo
MXN,Morlaix-Ploujean Airport,FR,Europe/Paris
MXP,Malpensa International Airport,IT,Europe/Rome
MXS,Maota Airport,WS,Pacific/Apia
MXT,Maintirano Airport,MG,Indian/Antananarivo
MXU,Mullewa Airport,AU,Australia/Perth
MXV,Mörön Airport,MN,Asia/Ulaanbaatar
MXW,Mandalgobi Airport,MN,Asia/Ulaanbaatar
MXX,Mora Airport,SE,Europe/Stockholm
MXY,Mc Carthy Airport,US,America/Yakutat
MXZ,Meizhou Meixian Changgangji International Airport,CN,Asia/Shanghai
MYA,Moruya Airport,AU,Australia/Sydney
MYB,Mayumba Airport,GA,Africa/Libreville
MYC,Escuela Mariscal Sucre Airport,VE,America/Caracas
MYD,Malindi Airport,KE,Africa/Nairobi
MYE,Miyakejima Airport,JP,Asia/Tokyo
MYF,Montgomery-Gibbs Executive Airport,US,America/Tijuana
MYG,Mayaguana Airport,BS,America/Nassau
MYI,Murray Island Airport,AU,Australia/Lindeman
MYJ,Matsuyama Airport,JP,Asia/Tokyo
MYK,May Creek Airport,US,America/Yakutat
MYL,McCall Municipal Airport,US,America/Boise
MYM,Monkey Mountain Airport,GY,America/Guyana
MYN,Mareb Airport,YE,Asia/Aden
MYO,Camballin Airport,AU,Australia/Perth
MYP,Mary International Airport,TM,Asia/Ashgabat
MYQ,Mysore Airport,IN,Asia/Kolkata
MYR,Myrtle Beach International Airport,US,America/New_York
MYT,Myitkyina Airport,MM,Asia/Rangoon
MYU,Mekoryuk Airport,US,America/Nome
MYV,Yuba County Airport,US,America/Los_Angeles
MYW,Mtwara Airport,TZ,Africa/Dar_es_Salaam
MYX,Menyamya Airport,PG,Pacific/Port_Moresby
MYY,Miri Airport,MY,Asia/Kuching
MYZ,Monkey Bay Airport,MW,Africa/Blantyre
MZB,Mocímboa da Praia Airport,MZ,Africa/Maputo
MZC,Mitzic Airport,GA,Africa/Libreville
MZD,Méndez Airport,EC,America/Guayaquil
MZG,Makung Airport,TW,Asia/Taipei
MZH,Amasya Merzifon Airport,TR,Europe/Istanbul
MZI,Mopti Airport,ML,Africa/Bamako
MZJ,Pinal Airpark,US,America/Phoenix
MZK,Marakei Airport,KI,Pacific/Tarawa
MZL,La Nubia Airport,CO,America/Bogota
MZO,Sierra Maestra Airport,CU,America/Havana
MZP,Motueka Airport,NZ,Pacific/Auckland
MZQ,Mkuze Airport,ZA,Africa/Johannesburg
MZR,Mazar-i-Sharif International Airport,AF,Asia/Kabul
MZS,Mostyn Airport,MY,Asia/Kuching
MZT,General Rafael Buelna International Airport,MX,America/Mazatlan
MZU,Muzaffarpur Airport,IN,Asia/Kolkata
MZV,Mulu Airport,MY,Asia/Kuching
MZW,Mecheria Airport,DZ,Africa/Algiers
MZY,Mossel Bay Airport,ZA,Africa/Johannesburg
MZZ,Marion Municipal Airport,US,America/Indiana/Indianapolis
NAA,Narrabri Airport,AU,Australia/Sydney
NAC,Naracoorte Airport,AU,Australia/Adelaide
NAD,Macanal Airport,CO,America/Boa_Vista
NAE,Natitingou Airport,BJ,Africa/Lome
NAF,Banaina Airport,ID,Asia/Makassar
NAG,Dr. Babasaheb Ambedkar International Airport,IN,Asia/Kolkata
NAH,Naha Airport,ID,Asia/Makassar
NAI,Annai Airport,GY,America/Guyana
NAJ,Nakhchivan Airport,AZ,Asia/Baku
NAK,Nakhon Ratchasima Airport,TH,Asia/Bangkok
NAL,Nalchik Airport,RU,Europe/Moscow
NAM,Namlea Airport,ID,Asia/Jayapura
NAN,Nadi International Airport,FJ,Pacific/Fiji
NAO,Nanchong Gaoping Airport,CN,Asia/Chongqing
NAP,Naples International Airport,IT,Europe/Rome
NAQ,Qaanaaq Airport,GL,America/Thule
NAR,Puerto Nare Airport,CO,America/Bogota
NAS,Lynden Pindling International Airport,BS,America/Nassau
NAT,São Gonçalo do Amarante - Governador Aluízio Alves International Airport,BR,America/Recife
NAU,Napuka Island Airport,PF,Pacific/Tahiti
NAV,Nevşehir Kapadokya Airport,TR,Europe/Istanbul
NAW,Narathiwat Airport,TH,Asia/Bangkok
NAY,Beijing Nanyuan Airport,CN,Asia/Shanghai
NAZ,Nana Airport,SB,Pacific/Guadalcanal
NBA,Nambaiyufa Airport,PG,Pacific/Port_Moresby
NBB,Barranco Minas Airport,CO,America/Bogota
NBC,Begishevo Airport,RU,Europe/Moscow
NBE,Enfidha - Hammamet International Airport,TN,Africa/Tunis
NBG,New Orleans NAS JRB/Alvin Callender Field,US,Asia/Manila
NBH,Nambucca Heads Airport,AU,Australia/Sydney
NBL,San Blas Airport,PA,America/Panama
NBO,Jomo Kenyatta International Airport,KE,Africa/Nairobi
NBS,Changbaishan Airport,CN,Asia/Harbin
NBW,Leeward Point Field,CU,America/Havana
NBX,Nabire Airport,ID,Asia/Jayapura
NCA,North Caicos Airport,TC,America/Grand_Turk
NCE,Nice-Côte d'Azur Airport,FR,Europe/Monaco
NCG,Nuevo Casas Grandes Airport,MX,America/Chihuahua
NCH,Nachingwea Airport,TZ,Africa/Dar_es_Salaam
NCI,Necocli Airport,CO,America/Bogota
NCJ,Sunchales Aeroclub Airport,AR,America/Argentina/Cordoba
NCL,Newcastle Airport,GB,America/New_York
NCN,Chenega Bay Airport,US,America/Anchorage
NCO,Quonset State Airport,US,America/New_York
NCR,San Carlos,NI,America/Managua
NCS,Newcastle Airport,ZA,Africa/Johannesburg
NCT,Guanacaste Airport,CR,America/Costa_Rica
NCU,Nukus Airport,UZ,Asia/Samarkand
NCY,Annecy-Haute-Savoie-Mont Blanc Airport,FR,Europe/Paris
NDA,Bandanaira Airport,ID,Asia/Jayapura
NDB,Nouadhibou International Airport,MR,Africa/Nouakchott
NDC,Nanded Airport,IN,Asia/Kolkata
NDD,Sumbe Airport,AO,Africa/Luanda
NDE,Mandera Airport,KE,Africa/Nairobi
NDF,N'dalatando Airport,AO,Africa/Luanda
NDG,Qiqihar Sanjiazi Airport,CN,Asia/Harbin
NDI,Namudi Airport,PG,Pacific/Port_Moresby
NDJ,N'Djamena International Airport,TD,Africa/Ndjamena
NDK,Namorik Atoll Airport,MH,Pacific/Majuro
NDL,N'Délé Airport,CF,Africa/Bangui
NDM,Mendi Airport,ET,Africa/Addis_Ababa
NDN,Nadunumu Airport,PG,Pacific/Port_Moresby
NDR,Nador International Airport,MA,Africa/Casablanca
NDS,Sandstone Airport,AU,Australia/Perth
NDU,Rundu Airport,NA,Africa/Windhoek
NDY,Sanday Airport,GB,Europe/London
NEC,Necochea Airport,AR,America/Argentina/Buenos_Aires
NEF,Neftekamsk Airport,RU,Asia/Yekaterinburg
NEG,Negril Airport,JM,America/Jamaica
NEJ,Nejjo Airport,ET,Africa/Addis_Ababa
NEK,Nekemte Airport,ET,Africa/Addis_Ababa
NEL,Lakehurst Maxfield Field Airport,US,America/New_York
NEN,Whitehouse Naval Outlying Field,US,America/Havana
NER,Chulman Airport,RU,Asia/Yakutsk
NEU,Sam Neua Airport,LA,Asia/Vientiane
NEV,Vance W. Amory International Airport,KN,America/St_Kitts
NEW,Lakefront Airport,US,America/Merida
NFG,Nefteyugansk Airport,RU,Asia/Yekaterinburg
NFL,Fallon Naval Air Station,US,Europe/Zurich
NFO,Mata'aho Airport,TO,Pacific/Wallis
NGA,Young Airport,AU,Australia/Sydney
NGB,Ningbo Lishe International Airport,CN,Asia/Shanghai
NGD,Captain Auguste George Airport,VG,America/Tortola
NGE,N'Gaoundéré Airport,CM,Africa/Ndjamena
NGF,Kaneohe Bay MCAS (Marion E. Carl Field) Airport,US,Pacific/Honolulu
NGI,Ngau Airport,FJ,Pacific/Fiji
NGK,Nogliki Airport,RU,Asia/Sakhalin
NGL,Ngala Airport,ZA,Africa/Johannesburg
NGO,Chubu Centrair International Airport,JP,Asia/Tokyo
NGQ,Ngari Gunsa Airport,CN,Asia/Kathmandu
NGS,Nagasaki Airport,JP,Asia/Tokyo
NGX,Manang Airport,NP,Asia/Kathmandu
NHD,Al Minhad Air Base,AE,Asia/Dubai
NHF,New Halfa Airport,SD,Africa/Khartoum
NHS,Nushki Airport,PK,Asia/Karachi
NHT,RAF Northolt,GB,Europe/London
NHV,Nuku Hiva Airport,PF,Pacific/Tahiti
NHX,Naval Outlying Field Barin,US,America/Indiana/Vincennes
NHZ,Brunswick Executive Airport,US,Europe/Luxembourg
NIA,Nimba Airport,LR,Africa/Monrovia
NIF,Camp Nifty Airport,AU,Australia/Perth
NIG,Nikunau Airport,KI,Pacific/Tarawa
NIM,Diori Hamani International Airport,NE,Africa/Niamey
NIO,Nioki Airport,CD,Africa/Kinshasa
NIS,Simberi Airport,PG,Pacific/Port_Moresby
NIT,Niort-Souché Airport,FR,Europe/Paris
NIX,Nioro du Sahel Airport,ML,Africa/Bamako
NJA,JMSDF Atsugi Air Base / Naval Air Facility Atsugi,JP,Asia/Tokyo
NJC,Nizhnevartovsk Airport,RU,Asia/Yekaterinburg
NJF,Al Najaf International Airport,IQ,Asia/Baghdad
NKG,Nanjing Lukou Airport,CN,Asia/Shanghai
NKL,N'Kolo-Fuma Airport,CD,Africa/Kinshasa
NKM,Nagoya Airport / JASDF Komaki Air Base,JP,Asia/Tokyo
NKN,Nankina Airport,PG,Pacific/Port_Moresby
NKS,Nkongsamba Airport,CM,Africa/Douala
NKT,Şırnak Şerafettin Elçi Airport,TR,Asia/Yerevan
NKU,Nkaus Airport,LS,Africa/Maseru
NKW,Diego Garcia Naval Support Facility,IO,Indian/Chagos
NKX,Miramar Marine Corps Air Station - Mitscher Field,US,America/Tijuana
NKY,Yokangassi Airport,CG,Africa/Brazzaville
NLA,Simon Mwansa Kapwepwe International Airport,ZM,Africa/Lusaka
NLC,Lemoore Naval Air Station (Reeves Field) Airport,US,America/Los_Angeles
NLD,Quetzalcóatl International Airport,MX,America/Matamoros
NLE,Jerry Tyler Memorial Airport,US,America/Indiana/Knox
NLF,Darnley Island Airport,AU,Pacific/Port_Moresby
NLG,Nelson Lagoon Airport,US,America/Nome
NLH,Ninglang Luguhu Airport,CN,Asia/Thimphu
NLI,Nikolayevsk-na-Amure Airport,RU,Asia/Sakhalin
NLK,Norfolk Island International Airport,NF,Pacific/Norfolk
NLL,Nullagine Airport,AU,Australia/Perth
NLN,Kneeland Airport,US,America/Vancouver
NLO,Ndolo Airport,CD,Africa/Kinshasa
NLP,Nelspruit Airport,ZA,Africa/Johannesburg
NLS,Nicholson Airport,AU,Australia/Perth
NLT,Xinyuan Nalati Airport,CN,Asia/Urumqi
NLU,Santa Lucía Air Force Base / Felipe Angeles International Airport,MX,America/Mexico_City
NLV,Mykolaiv International Airport,UA,Europe/Zaporozhye
NMA,Namangan Airport,UZ,Asia/Tashkent
NMB,Daman Airport,IN,Asia/Kolkata
NMC,Normans Cay Airport,BS,America/Nassau
NME,Nightmute Airport,US,America/Nome
NML,Fort McMurray / Mildred Lake Airport,CA,America/Edmonton
NMN,Nomane Airport,PG,Pacific/Port_Moresby
NMP,New Moon Airport,AU,Australia/Lindeman
NMR,Nappa Merrie Airport,AU,Australia/Brisbane
NMS,Namsang Airport,MM,Asia/Rangoon
NMT,Namtu Airport,MM,Asia/Rangoon
NNA,Kenitra Air Base,MA,Africa/Casablanca
NNB,Santa Ana Airport,SB,Pacific/Guadalcanal
NNG,Nanning Wuxu Airport,CN,Asia/Chongqing
NNI,Namutoni Airport,NA,Africa/Windhoek
NNK,Naknek Airport,US,America/Anchorage
NNL,Nondalton Airport,US,America/Anchorage
NNM,Naryan Mar Airport,RU,Europe/Moscow
NNR,Connemara Regional Airport,IE,Europe/Dublin
NNT,Nan Airport,TH,Asia/Bangkok
NNU,Nanuque Airport,BR,America/Sao_Paulo
NNX,Nunukan Airport,ID,Asia/Makassar
NNY,Nanyang Jiangying Airport,CN,Asia/Shanghai
NOA,Nowra Airport,AU,Australia/Sydney
NOB,Nosara Airport,CR,America/Costa_Rica
NOC,Ireland West Knock Airport,IE,Europe/Dublin
NOD,Norden-Norddeich Airport,DE,Europe/Berlin
NOG,Nogales International Airport,MX,America/Hermosillo
NOJ,Noyabrsk Airport,RU,Asia/Yekaterinburg
NOK,Xavantina Airport,BR,America/Cuiaba
NOM,Nomad River Airport,PG,Pacific/Port_Moresby
NON,Nonouti Airport,KI,Pacific/Tarawa
NOO,Naoro Airport,PG,Pacific/Port_Moresby
NOP,Sinop Airport,TR,Europe/Istanbul
NOR,Norðfjörður Airport,IS,Atlantic/Reykjavik
NOS,Fascene Airport,MG,Indian/Antananarivo
NOT,Marin County Airport - Gnoss Field,US,America/Los_Angeles
NOU,La Tontouta International Airport,NC,Pacific/Noumea
NOV,Nova Lisboa Airport,AO,Africa/Luanda
NOZ,Spichenkovo Airport,RU,Asia/Novokuznetsk
NPA,Pensacola Naval Air Station/Forrest Sherman Field,US,America/Indiana/Tell_City
NPE,Hawke's Bay Airport,NZ,Pacific/Auckland
NPH,Nephi-Central Utah International Airport,US,America/Shiprock
NPL,New Plymouth Airport,NZ,Pacific/Auckland
NPO,Nanga Pinoh Airport,ID,Asia/Pontianak
NPP,Napperby Airport,AU,Australia/Darwin
NPY,Mpanda Airport,TZ,Asia/Seoul
NQA,Millington-Memphis Airport,US,America/Indiana/Vincennes
NQI,Kingsville Naval Air Station,US,America/Matamoros
NQL,Niquelândia Airport,BR,America/Sao_Paulo
NQN,Presidente Peron Airport,AR,America/Argentina/Salta
NQT,Nottingham Airport,GB,Europe/London
NQU,Reyes Murillo Airport,CO,America/Bogota
NQX,Naval Air Station Key West/Boca Chica Field,US,America/Havana
NQY,Newquay Cornwall Airport,GB,Europe/London
NRA,Narrandera Airport,AU,Australia/Sydney
NRB,Naval Station Mayport (Admiral David L. Mcdonald Field),US,Asia/Manila
NRC,NASA Crows Landing Airport,US,America/Los_Angeles
NRD,Norderney Airport,DE,Europe/Berlin
NRE,Namrole Airport,ID,Asia/Dili
NRG,Narrogin Airport,AU,Australia/Perth
NRI,Grand Lake Regional Airport,US,America/Indiana/Vincennes
NRK,Norrköping Airport,SE,Europe/Stockholm
NRL,North Ronaldsay Airport,GB,Europe/London
NRM,Nara Airport,ML,Africa/Bamako
