code,name,country_code,timezone
TIQ,Tinian International Airport,MP,Pacific/Saipan
TIR,Tirupati Airport,IN,Asia/Kolkata
TIU,Timaru Airport,NZ,Pacific/Auckland
TIV,Tivat Airport,ME,Europe/Podgorica
TIW,Tacoma Narrows Airport,US,America/La_Paz
TIX,Space Coast Regional Airport,US,America/Nassau
TIY,Tidjikja Airport,MR,Africa/Nouakchott
TIZ,Tari Airport,PG,Pacific/Port_Moresby
TJA,Capitan Oriel Lea Plaza Airport,BO,America/La_Paz
TJB,Sei Bati Airport,ID,Asia/Jakarta
TJC,Ticantiki Airport,PA,America/Panama
TJG,Warukin Airport,ID,Asia/Jakarta
TJH,Konotori Tajima Airport,JP,Asia/Tokyo
TJI,Trujillo Airport,HN,America/Tegucigalpa
TJK,Tokat Airport,TR,Europe/Istanbul
TJL,Plínio Alarcom Airport,BR,America/Campo_Grande
TJM,Roshchino International Airport,RU,Asia/Yekaterinburg
TJN,Takume Airport,PF,Pacific/Tahiti
TJQ,H.A.S. Hanandjoeddin International Airport,ID,Asia/Jakarta
TJS,Tanjung Harapan Airport,ID,Asia/Makassar
TJU,Kulob Airport,TJ,Asia/Dushanbe
TJV,Thanjavur Air Force Station,IN,Asia/Kolkata
TKB,Tekadu Airport,PG,Pacific/Port_Moresby
TKC,Tiko Airport,CM,Africa/Douala
TKD,Takoradi Airport,GH,Africa/Accra
TKE,Tenakee Seaplane Base,US,America/Juneau
TKF,Truckee Tahoe Airport,US,America/Los_Angeles
TKG,Radin Inten II International Airport,ID,Asia/Jakarta
TKH,Takhli Airport,TH,Asia/Bangkok
TKI,Tokeen Seaplane Base,US,America/Metlakatla
TKJ,Tok Junction Airport,US,America/Dawson
TKK,Chuuk International Airport,FM,Pacific/Chuuk
TKL,Taku Lodge Seaplane Base,US,America/Juneau
TKM,El Petén Airport,GT,America/Guatemala
TKN,Tokunoshima Airport,JP,Asia/Tokyo
TKO,Tlokoeng Airport,LS,Africa/Maseru
TKP,Takapoto Airport,PF,Pacific/Tahiti
TKQ,Kigoma Airport,TZ,Africa/Dar_es_Salaam
TKR,Thakurgaon Airport,BD,Asia/Dhaka
TKS,Tokushima Awaodori Airport / JMSDF Tokushima Air Base,JP,Asia/Tokyo
TKT,Tak Airport,TH,Asia/Bangkok
TKU,Turku Airport,FI,Europe/Helsinki
TKV,Tatakoto Airport,PF,Pacific/Tahiti
TKW,Tekin Airport,PG,Pacific/Port_Moresby
TKX,Takaroa Airport,PF,Pacific/Tahiti
TKY,Turkey Creek Airport,AU,Australia/Perth
TKZ,Tokoroa Airfield,NZ,Pacific/Auckland
TLA,Teller Airport,US,America/Nome
TLB,Tarbela Dam Airport,PK,Asia/Karachi
TLC,Licenciado Adolfo Lopez Mateos International Airport,MX,America/Mexico_City
TLD,Limpopo Valley Airport,BW,Africa/Gaborone
TLE,Toliara Airport,MG,Indian/Antananarivo
TLF,Telida Airport,US,America/Anchorage
TLH,Tallahassee Regional Airport,US,America/New_York
TLI,Sultan Bantilan Airport,ID,Asia/Makassar
TLJ,Tatalina LRRS Airport,US,America/Anchorage
TLL,Lennart Meri Tallinn Airport,EE,Europe/Tallinn
TLM,Zenata – Messali El Hadj Airport,DZ,Africa/Algiers
TLN,Toulon-Hyères Airport,FR,Europe/Monaco
TLO,Tol Airport,PG,Pacific/Port_Moresby
TLP,Tumolbil Airport,PG,Pacific/Port_Moresby
TLQ,Turpan Jiaohe Airport,CN,Asia/Urumqi
TLR,Mefford Field,US,America/Los_Angeles
TLS,Toulouse-Blagnac Airport,FR,Europe/Paris
TLT,Tuluksak Airport,US,America/Anchorage
TLU,Golfo de Morrosquillo Airport,CO,America/Bogota
TLV,Ben Gurion International Airport,IL,Asia/Jerusalem
TLW,Talasea Airport,PG,Africa/Ceuta
TLX,Panguilemo Airport,CL,America/Santiago
TLY,Plastun Airport,RU,Asia/Vladivostok
TLZ,Catalão Airport,BR,America/Sao_Paulo
TMA,Henry Tift Myers Airport,US,America/Kentucky/Monticello
TMB,Miami Executive Airport,US,America/Nassau
TMC,Tambolaka Airport,ID,Asia/Makassar
TMD,Timbedra Airport,MR,Africa/Nouakchott
TME,Gustavo Vargas Airport,CO,America/Bogota
TMG,Tomanggong Airport,MY,Asia/Kuching
TMH,Tanah Merah Airport,ID,Asia/Jayapura
TMI,Tumling Tar Airport,NP,Asia/Kathmandu
TMJ,Termez Airport,UZ,Asia/Samarkand
TML,Tamale Airport,GH,Africa/Accra
TMM,Toamasina Ambalamanasy Airport,MG,Indian/Antananarivo
TMN,Tamana Island Airport,KI,Pacific/Tarawa
TMO,Tumeremo Airport,VE,America/Caracas
TMP,Tampere-Pirkkala Airport,FI,Europe/Helsinki
TMQ,Tambao Airport,BF,Africa/Ouagadougou
TMR,Aguenar – Hadj Bey Akhamok Airport,DZ,Africa/Algiers
TMS,São Tomé International Airport,ST,Africa/Sao_Tome
TMT,Trombetas Airport,BR,America/Santarem
TMU,Tambor Airport,CR,America/Costa_Rica
TMW,Tamworth Airport,AU,Australia/Sydney
TMX,Timimoun Airport,DZ,Africa/Algiers
TMY,Tiom Airport,ID,Asia/Jayapura
TMZ,Thames Aerodrome,NZ,Pacific/Auckland
TNA,Yaoqiang Airport,CN,Asia/Shanghai
TNB,Tanah Grogot Airport,ID,Asia/Makassar
TNC,Tin City Long Range Radar Station Airport,US,America/Nome
TND,Alberto Delgado Airport,CU,America/Havana
TNE,New Tanegashima Airport,JP,Asia/Tokyo
TNF,Toussus-le-Noble Airport,FR,Europe/Paris
TNG,Tangier Ibn Battouta Airport,MA,Africa/Casablanca
TNH,Tonghua Sanyuanpu Airport,CN,Asia/Harbin
TNI,Satna Airport,IN,Asia/Kolkata
TNJ,Raja Haji Fisabilillah International Airport,ID,Asia/Jakarta
TNK,Tununak Airport,US,America/Resolute
TNM,Teniente Rodolfo Marsh Martin Airport,AQ,Antarctica/Palmer
TNN,Tainan International Airport / Tainan Air Base,TW,Asia/Taipei
TNO,Tamarindo Airport,CR,America/Costa_Rica
TNP,Twentynine Palms Airport,US,Europe/Amsterdam
TNQ,Washington Island Airstrip,KI,Pacific/Kiritimati
TNR,Ivato Airport,MG,Indian/Antananarivo
TNS,Tungsten (Cantung) Airport,CA,America/Whitehorse
TNT,Dade Collier Training and Transition Airport,US,America/Havana
TNU,Newton Municipal Airport,US,America/Chicago
TNV,Tabuaeran Island Airport,KI,Pacific/Kiritimati
TNW,Jumandy Airport,EC,America/Guayaquil
TNX,Stung Treng Airport,KH,Asia/Phnom_Penh
TNZ,Tosontsengel Airport,MN,Asia/Hovd
TOA,Zamperini Field,US,America/Los_Angeles
TOB,Gamal Abdel Nasser Airport,LY,Africa/Tripoli
TOC,Toccoa Airport - R.G. Letourneau Field,US,America/Kentucky/Monticello
TOD,Pulau Tioman Airport,MY,Asia/Kuala_Lumpur
TOE,Tozeur Nefta International Airport,TN,Africa/Tunis
TOF,Bogashevo Airport,RU,Asia/Novosibirsk
TOG,Togiak Airport,US,America/Anchorage
TOH,Torres Airstrip,VU,Pacific/Efate
TOI,Troy Municipal Airport at N Kenneth Campbell Field,US,Asia/Kathmandu
TOJ,Madrid–Torrejón Airport / Torrejón Air Base,ES,Europe/Madrid
TOL,Toledo Express Airport,US,America/New_York
TOM,Timbuktu Airport,ML,Africa/Bamako
TON,Tonu Airport,PG,Europe/Simferopol
TOO,San Vito De Java Airport,CR,America/Costa_Rica
TOP,Philip Billard Municipal Airport,US,Africa/Blantyre
TOQ,Barriles Airport,CL,America/Santiago
TOR,Torrington Municipal Airport,US,Europe/London
TOS,Tromsø Airport,NO,Europe/Oslo
TOT,Totness Airport,SR,America/Paramaribo
TOU,Touho Airport,NC,Pacific/Noumea
TOW,Toledo Airport,BR,America/Sao_Paulo
TOX,Tobolsk Airport,RU,Asia/Yekaterinburg
TOY,Toyama Airport,JP,Asia/Tokyo
TOZ,Mahana Airport,CI,Africa/Bamako
TPA,Tampa International Airport,US,America/New_York
TPC,Tarapoa Airport,EC,America/Guayaquil
TPE,Taiwan Taoyuan International Airport,TW,Asia/Taipei
TPF,Peter O Knight Airport,US,America/Havana
TPG,Taiping (Tekah) Airport,MY,Asia/Kuala_Lumpur
TPH,Tonopah Airport,US,America/Los_Angeles
TPI,Tapini Airport,PG,Pacific/Port_Moresby
TPJ,Taplejung Airport,NP,Asia/Kathmandu
TPK,Teuku Cut Ali Airport,ID,Asia/Kuala_Lumpur
TPL,Draughon Miller Central Texas Regional Airport,US,America/Chicago
TPN,Tiputini Airport,EC,America/Guayaquil
TPP,Cadete FAP Guillermo Del Castillo Paredes Airport,PE,America/Lima
TPQ,Amado Nervo National Airport,MX,America/Mazatlan
TPR,Tom Price Airport,AU,Australia/Perth
TPS,Vincenzo Florio Airport Trapani-Birgi,IT,Europe/Rome
TPT,Tapeta Airport,LR,Africa/Monrovia
TPU,Tikapur Airport,NP,Asia/Kathmandu
TQD,Al Taqaddum Air Base,IQ,Asia/Baghdad
TQL,Tarko-Sale Airport,RU,Asia/Omsk
TQN,Taleqan Airport,AF,Asia/Dushanbe
TQP,Trepell Airport,AU,Australia/Lindeman
TQQ,Maranggo Airport,ID,Asia/Dili
TQS,Tres Esquinas Air Base,CO,America/Bogota
TR7,Ottawa / Rockcliffe Seaplane Base,CA,America/Toronto
TRA,Tarama Airport,JP,Asia/Tokyo
TRB,Gonzalo Mejía Airport,CO,America/Bogota
TRC,Francisco Sarabia International Airport,MX,America/Monterrey
TRD,Trondheim Airport Værnes,NO,Europe/Oslo
TRE,Tiree Airport,GB,Europe/London
TRF,Sandefjord Airport Torp,NO,Europe/Oslo
TRG,Tauranga Airport,NZ,Pacific/Auckland
TRH,Trona Airport,US,America/Los_Angeles
TRI,Tri-Cities Regional TN/VA Airport,US,America/New_York
TRJ,Tarakbits Airport,PG,Asia/Jayapura
TRK,Juwata Airport,ID,Asia/Makassar
TRM,Jacqueline Cochran Regional Airport,US,Europe/Ljubljana
TRN,Turin Airport,IT,Europe/Rome
TRO,Taree Airport,AU,Australia/Sydney
TRQ,Tarauacá Airport,BR,America/Eirunepe
TRR,China Bay Airport,LK,Asia/Colombo
TRS,Trieste–Friuli Venezia Giulia Airport,IT,Europe/Rome
TRU,Capitan FAP Carlos Martinez De Pinillos International Airport,PE,America/Lima
TRV,Trivandrum International Airport,IN,Asia/Kolkata
TRW,Bonriki International Airport,KI,Pacific/Tarawa
TRY,Tororo Airport,UG,Africa/Kampala
TRZ,Tiruchirappalli International Airport,IN,Asia/Kolkata
TSA,Taipei Songshan Airport,TW,Asia/Taipei
TSB,Tsumeb Airport,NA,Africa/Windhoek
TSC,Taisha Airport,EC,America/Guayaquil
TSD,Tshipise Airport,ZA,Africa/Johannesburg
TSF,Treviso-Sant'Angelo Airport,IT,Europe/San_Marino
TSG,Tanacross Airport,US,America/Dawson
TSH,Tshikapa Airport,CD,Africa/Lubumbashi
TSJ,Tsushima Airport,JP,Asia/Tokyo
TSL,Tamuin Airport,MX,America/Mexico_City
TSM,Taos Regional Airport,US,America/Shiprock
TSN,Tianjin Binhai International Airport,CN,Asia/Shanghai
TSQ,Torres Airport,BR,America/Aruba
TSR,Timişoara Traian Vuia Airport,RO,Europe/Bucharest
TST,Trang Airport,TH,Asia/Bangkok
TSU,Tabiteuea South Airport,KI,Pacific/Tarawa
TSV,Townsville Airport / RAAF Base Townsville,AU,Australia/Brisbane
TSW,Tsewi Airport,PG,Pacific/Port_Moresby
TSX,Tanjung Santan Airport,ID,Asia/Makassar
TSY,Cibeureum Airport,ID,Asia/Jakarta
TSZ,Tsetserleg Airport,MN,Asia/Ulaanbaatar
TTA,Tan Tan Airport,MA,Africa/Casablanca
TTB,Tortolì Airport,IT,Africa/Tunis
TTC,Las Breas Airport,CL,America/Santiago
TTD,Portland Troutdale Airport,US,Europe/Isle_of_Man
TTE,Sultan Babullah Airport,ID,Asia/Jayapura
TTG,General Enrique Mosconi Airport,AR,America/Argentina/Salta
TTH,Thumrait Air Base,OM,Asia/Muscat
TTI,Tetiaroa Airport,PF,Pacific/Tahiti
TTJ,Tottori Sand Dunes Conan Airport,JP,Asia/Tokyo
TTN,Trenton Mercer Airport,US,America/New_York
TTO,Britton Municipal Airport,US,America/Winnipeg
TTQ,Aerotortuguero Airport,CR,America/Costa_Rica
TTR,Pongtiku Airport,ID,Asia/Makassar
TTS,Tsaratanana Airport,MG,Indian/Antananarivo
TTT,Taitung Airport,TW,Asia/Taipei
TTU,Saniat R'mel Airport,MA,Africa/Casablanca
TTW,Tissa Tank Waterdrome,LK,Asia/Colombo
TTX,Truscott-Mungalalu Airport,AU,Australia/Darwin
TUA,Teniente Coronel Luis a Mantilla Airport,EC,America/Guayaquil
TUB,Tubuai Airport,PF,Pacific/Tahiti
TUC,Teniente Benjamin Matienzo Airport,AR,America/Argentina/Tucuman
TUD,Tambacounda Airport,SN,Africa/Dakar
TUF,Tours-Val-de-Loire Airport,FR,Europe/Paris
TUG,Tuguegarao Airport,PH,Asia/Manila
TUH,Arnold Air Force Base,US,Europe/Dublin
TUI,Turaif Domestic Airport,SA,Asia/Riyadh
TUK,Turbat International Airport,PK,Asia/Karachi
TUL,Tulsa International Airport,US,America/Chicago
TUM,Tumut Airport,AU,Australia/Sydney
TUN,Tunis Carthage International Airport,TN,Africa/Tunis
TUO,Taupo Airport,NZ,Pacific/Auckland
TUP,Tupelo Regional Airport,US,America/Chicago
TUQ,Tougan Airport,BF,Africa/Ouagadougou
TUR,Tucuruí Airport,BR,America/Belem
TUS,Tucson International Airport / Morris Air National Guard Base,US,America/Phoenix
TUU,Tabuk Airport,SA,Asia/Riyadh
TUV,Tucupita Airport,VE,America/Caracas
TUX,Tumbler Ridge Airport,CA,Europe/Isle_of_Man
TUY,Tulum Naval Air Station,MX,America/Cancun
TVA,Morafenobe Airport,MG,Indian/Antananarivo
TVC,Cherry Capital Airport,US,America/Detroit
TVF,Thief River Falls Regional Airport,US,America/Rainy_River
TVI,Thomasville Regional Airport,US,Europe/Luxembourg
TVL,Lake Tahoe Airport,US,America/Los_Angeles
TVS,Tangshan Sannühe Airport,CN,Asia/Pyongyang
TVU,Matei Airport,FJ,Pacific/Fiji
TVY,Dawei Airport,MM,Asia/Rangoon
TWA,Twin Hills Airport,US,Europe/Jersey
TWB,Toowoomba Airport,AU,Australia/Brisbane
TWD,Jefferson County International Airport,US,America/Vancouver
TWE,Taylor Airport,US,America/Nome
TWF,Joslin Field Magic Valley Regional Airport,US,America/Boise
TWP,Torwood Airport,AU,Australia/Brisbane
TWU,Tawau Airport,MY,Asia/Kuching
TWY,Tawa Airport,PG,Pacific/Port_Moresby
TWZ,Pukaki Airport,NZ,Pacific/Auckland
TXF,9 de Maio - Teixeira de Freitas Airport,BR,America/Eirunepe
TXG,Taichung Shuinan Airport,TW,Asia/Taipei
TXK,Texarkana Regional Webb Field,US,America/Chicago
TXM,Teminabuan Airport,ID,Asia/Jayapura
TXN,Tunxi International Airport,CN,Asia/Shanghai
TXR,Tanbar Airport,AU,Australia/Broken_Hill
TXU,Tabou Airport,CI,Africa/Abidjan
TYA,Klokovo Airfield,RU,Europe/Tallinn
TYB,Tibooburra Airport,AU,Australia/Sydney
TYD,Tynda Airport,RU,Asia/Yakutsk
TYE,Tyonek Airport,US,America/Anchorage
TYF,Torsby Airport,SE,Europe/Stockholm
TYG,Thylungra Airport,AU,Australia/Brisbane
TYL,Capitan Montes Airport,PE,America/Lima
TYM,Staniel Cay Airport,BS,America/Nassau
TYN,Taiyuan Wusu Airport,CN,Asia/Chongqing
TYP,Tobermorey Airport,AU,Australia/Darwin
TYR,Tyler Pounds Regional Airport,US,America/Chicago
TYS,McGhee Tyson Airport,US,America/New_York
TYT,Treinta y Tres Airport,UY,America/Montevideo
TZA,Sir Barry Bowen Municipal Airport,BZ,America/Belize
TZC,Tuscola Area Airport,US,America/Detroit
TZL,Tuzla International Airport,BA,Europe/Sarajevo
TZM,Cupul Airport,MX,America/Cancun
TZR,Taszár Air Base,HU,Europe/Budapest
TZX,Trabzon International Airport,TR,Europe/Istanbul
UAB,İncirlik Air Base,TR,Asia/Beirut
UAC,San Luis Río Colorado Airport,MX,America/Hermosillo
UAE,Mount Aue Airport,PG,Pacific/Port_Moresby
UAH,Ua Huka Airport,PF,Pacific/Marquesas
UAI,Suai Airport,TL,Asia/Dili
UAK,Narsarsuaq Airport,GL,America/Godthab
UAL,Luau Airport,AO,Africa/Luanda
UAM,Andersen Air Force Base,GU,Pacific/Guam
UAP,Ua Pou Airport,PF,Pacific/Marquesas
UAQ,Domingo Faustino Sarmiento Airport,AR,America/Argentina/San_Juan
UAR,Bouarfa Airport,MA,Africa/Ceuta
UAS,Buffalo Spring,KE,Africa/Nairobi
UAX,Uaxactun Airport,GT,America/Guatemala
UBA,Mário de Almeida Franco Airport,BR,America/Sao_Paulo
UBB,Mabuiag Island Airport,AU,Australia/Lindeman
UBI,Buin Airport,PG,Pacific/Port_Moresby
UBJ,Yamaguchi Ube Airport,JP,Asia/Tokyo
UBP,Ubon Ratchathani Airport,TH,Asia/Bangkok
UBR,Ubrub Airport,ID,Asia/Jayapura
UBS,Columbus Lowndes County Airport,US,America/Indiana/Vincennes
UBT,Ubatuba Airport,BR,America/Sao_Paulo
UBU,Kalumburu Airport,AU,Australia/Perth
UCC,Yucca Airstrip,US,America/Los_Angeles
UCE,Eunice Airport,US,America/Matamoros
UCK,Lutsk Airport,UA,Europe/Uzhgorod
UCT,Ukhta Airport,RU,Europe/Moscow
UCY,Everett-Stewart Regional Airport,US,America/Indiana/Vincennes
UCZ,Uchiza Airport,PE,America/Lima
UDA,Undara Airport,AU,Australia/Brisbane
UDD,Bermuda Dunes Airport,US,America/Tijuana
UDI,Ten. Cel. Aviador César Bombonato Airport,BR,America/Sao_Paulo
UDJ,Uzhhorod International Airport,UA,Europe/Uzhgorod
UDN,Udine-Campoformido Air Base,IT,Europe/Rome
UDR,Maharana Pratap Airport,IN,Asia/Kolkata
UEE,Queenstown Airport,AU,Australia/Hobart
UEL,Quelimane Airport,MZ,Africa/Maputo
UEN,Urengoy Airport,RU,Asia/Novosibirsk
UEO,Kumejima Airport,JP,Asia/Tokyo
UES,Waukesha County Airport,US,America/Chicago
UET,Quetta International Airport,PK,Asia/Karachi
UFA,Ufa International Airport,RU,Asia/Yekaterinburg
UGA,Bulgan Airport,MN,Asia/Ulaanbaatar
UGB,Ugashik Bay Airport,US,America/Anchorage
UGC,Urgench Airport,UZ,Asia/Samarkand
UGN,Waukegan National Airport,US,America/Chicago
UGO,Uige Airport,AO,Africa/Luanda
UGT,Bulagtai Resort Airport,MN,Asia/Ulaanbaatar
UGU,Bilogai-Sugapa Airport,ID,Asia/Tokyo
UHE,Kunovice Airport,CZ,Europe/Prague
UIB,El Caraño Airport,CO,America/Bogota
UIH,Phu Cat Airport,VN,Asia/Ho_Chi_Minh
UII,Utila Airport,HN,America/Tegucigalpa
UIK,Ust-Ilimsk Airport,RU,Asia/Irkutsk
UIL,Quillayute Airport,US,America/Vancouver
UIN,Quincy Regional Baldwin Field,US,America/Chicago
UIO,Mariscal Sucre International Airport,EC,America/Guayaquil
UIP,Quimper-Cornouaille Airport,FR,Europe/Paris
UIQ,Quoin Hill Airfield,VU,Pacific/Efate
UIR,Quirindi Airport,AU,Australia/Sydney
UIT,Jaluit Airport,MH,Pacific/Majuro
UJE,Ujae Atoll Airport,MH,Pacific/Kwajalein
UJN,Uljin Airport,KR,Asia/Seoul
UKA,Ukunda Airstrip,KE,Africa/Nairobi
UKB,Kobe Airport,JP,Asia/Tokyo
UKG,Ust-Kuyga Airport,RU,Asia/Khandyga
UKH,Mukhaizna Airport,OM,Asia/Muscat
UKI,Ukiah Municipal Airport,US,America/Los_Angeles
UKK,Ust-Kamennogorsk Airport,KZ,Asia/Almaty
UKN,Waukon Municipal Airport,US,America/Chicago
UKR,Mukeiras Airport,YE,Asia/Aden
UKS,Sevastopol International Airport / Belbek Air Base,UA,Europe/Simferopol
UKU,Nuku Airport,PG,Pacific/Port_Moresby
UKX,Ust-Kut Airport,RU,Asia/Irkutsk
ULA,Capitan D Daniel Vazquez Airport,AR,America/Argentina/Rio_Gallegos
ULB,Uléi Airport,VU,Pacific/Efate
ULD,Prince Mangosuthu Buthelezi Airport,ZA,Africa/Johannesburg
ULE,Sule Airport,PG,Pacific/Port_Moresby
ULH,Majeed Bin Abdulaziz Airport,SA,Asia/Amman
ULI,Ulithi Airport,FM,Pacific/Pohnpei
ULK,Lensk Airport,RU,Asia/Choibalsan
ULM,New Ulm Municipal Airport,US,America/Rainy_River
ULN,Buyant-Ukhaa International Airport,MN,Asia/Ulaanbaatar
ULO,Ulaangom Airport,MN,Asia/Ulaanbaatar
ULP,Quilpie Airport,AU,Australia/Brisbane
ULQ,Heriberto Gíl Martínez Airport,CO,America/Bogota
ULU,Gulu Airport,UG,Africa/Kampala
ULV,Ulyanovsk Baratayevka Airport,RU,Europe/Samara
ULX,Ulusaba Airport,ZA,Africa/Johannesburg
ULY,Ulyanovsk East Airport,RU,Europe/Volgograd
ULZ,Donoi Airport,MN,Asia/Hovd
UMA,Punta de Maisi Airport,CU,America/Havana
UMC,Umba Airport,PG,Pacific/Port_Moresby
UME,Umeå Airport,SE,Europe/Stockholm
UMI,Quince Air Base,PE,America/Lima
UMM,Summit Airport,US,America/Anchorage
UMR,Woomera Airfield,AU,Australia/Adelaide
UMS,Ust-Maya Airport,RU,Asia/Khandyga
UMT,Umiat Airport,US,America/Anchorage
UMU,Umuarama Airport,BR,America/Sao_Paulo
UMY,Sumy Airport,UA,Europe/Kiev
UNA,Hotel Transamérica Airport,BR,America/Bahia
UNC,Unguia Airport,CO,America/Panama
UND,Kunduz Airport,AF,Asia/Kabul
UNE,Qacha's Nek Airport,LS,Africa/Maseru
UNG,Kiunga Airport,PG,Pacific/Port_Moresby
UNI,Union Island International Airport,VC,America/St_Vincent
UNK,Unalakleet Airport,US,America/Anchorage
UNN,Ranong Airport,TH,Asia/Bangkok
UNR,Öndörkhaan Airport,MN,Asia/Ulaanbaatar
UNT,Unst Airport,GB,Europe/London
UNU,Dodge County Airport,US,America/Chicago
UOA,Mururoa Atoll Airport,PF,Pacific/Gambier
UOL,Buol Airport,ID,Asia/Makassar
UOS,Franklin County Airport,US,America/Kentucky/Monticello
UOX,University Oxford Airport,US,America/Indiana/Vincennes
UPB,Playa Baracoa Airport,CU,America/Havana
UPG,Hasanuddin International Airport,ID,Asia/Makassar
UPL,Upala Airport,CR,America/Costa_Rica
UPN,Licenciado y General Ignacio Lopez Rayon Airport,MX,America/Mexico_City
UPP,Upolu Airport,US,Pacific/Honolulu
UPR,Upiara Airport,PG,Pacific/Port_Moresby
UPV,Upavon Aerodrome,GB,Europe/London
URA,Uralsk Airport,KZ,Asia/Oral
URC,Ürümqi Diwopu International Airport,CN,Asia/Urumqi
URD,Burg Feuerstein Airport,DE,Europe/Prague
URE,Kuressaare Airport,EE,Europe/Tallinn
URG,Rubem Berta Airport,BR,America/Sao_Paulo
URI,Uribe Airport,CO,America/Bogota
URJ,Uray Airport,RU,Asia/Yekaterinburg
URM,Uriman Airport,VE,America/Caracas
URN,Urgun Airport,AF,Asia/Kabul
URO,Rouen Airport,FR,Europe/Paris
URR,Urrao Airport,CO,America/Bogota
URS,Kursk East Airport,RU,Europe/Moscow
URT,Surat Thani Airport,TH,Asia/Bangkok
URU,Uroubi Airport,PG,Pacific/Port_Moresby
URY,Gurayat Domestic Airport,SA,Asia/Riyadh
URZ,Orūzgān Airport,AF,Asia/Kabul
USA,Concord-Padgett Regional Airport,US,America/Kentucky/Monticello
USH,Malvinas Argentinas Airport,AR,America/Argentina/Ushuaia
USI,Mabaruma Airport,GY,America/Guyana
USK,Usinsk Airport,RU,Europe/Moscow
USL,Useless Loop Airport,AU,Australia/Perth
USM,Samui Airport,TH,Asia/Bangkok
USN,Ulsan Airport,KR,Asia/Seoul
USQ,Uşak Airport,TR,Europe/Istanbul
USR,Ust-Nera Airport,RU,Asia/Ust-Nera
USS,Sancti Spiritus Airport,CU,America/Havana
UST,Northeast Florida Regional Airport,US,America/Havana
USU,Francisco B. Reyes Airport,PH,Asia/Manila
UTA,Mutare Airport,ZW,Africa/Harare
UTB,Muttaburra Airport,AU,Australia/Brisbane
UTD,Nutwood Downs Airport,AU,Australia/Darwin
UTE,Bultfontein Airport,ZA,Africa/Johannesburg
UTG,Quthing Airport,LS,Africa/Maseru
UTH,Udon Thani International Airport,TH,Asia/Bangkok
UTI,Utti Airport,FI,Europe/Helsinki
UTK,Utirik Airport,MH,Pacific/Kwajalein
UTM,Tunica Municipal Airport,US,America/Indiana/Vincennes
UTN,Pierre Van Ryneveld Airport,ZA,Africa/Johannesburg
UTO,Indian Mountain LRRS Airport,US,America/Anchorage
UTP,U-Tapao International Airport,TH,Asia/Bangkok
UTR,Uttaradit Airport,TH,Asia/Bangkok
UTS,Ust-Tsylma Airport,RU,Europe/Samara
UTT,K. D. Matanzima Airport,ZA,Africa/Johannesburg
UTW,Queenstown Airport,ZA,Africa/Johannesburg
UUA,Bugulma Airport,RU,Europe/Moscow
UUD,Ulan-Ude Airport (Mukhino),RU,Asia/Irkutsk
UUK,Ugnu-Kuparuk Airport,US,America/Anchorage
UUN,Baruun Urt Airport,MN,Asia/Choibalsan
UUS,Yuzhno-Sakhalinsk Airport,RU,Asia/Sakhalin
UVA,Garner Field,US,America/Monterrey
UVE,Ouvéa Airport,NC,Pacific/Noumea
UVF,Hewanorra International Airport,LC,America/St_Lucia
UVL,El Kharga Airport,EG,Africa/Cairo
UVO,Uvol Airport,PG,Pacific/Port_Moresby
UWA,Ware Airport,US,America/New_York
UYL,Nyala Airport,SD,Africa/Khartoum
UYN,Yulin Yuyang Airport,CN,Asia/Chongqing
UYU,Uyuni Airport,BO,America/La_Paz
UZC,Ponikve Airport,RS,Europe/Sarajevo
UZU,Curuzu Cuatia Airport,AR,America/Argentina/Cordoba
VAA,Vaasa Airport,FI,Europe/Helsinki
VAC,Varrelbusch Airport,DE,Europe/Berlin
VAD,Moody Air Force Base,US,America/Kentucky/Monticello
VAF,Valence-Chabeuil Airport,FR,Europe/Paris
VAG,Major Brigadeiro Trompowsky Airport,BR,America/Sao_Paulo
VAH,Capitán Av. Vidal Villagomez Toledo Airport,BO,America/La_Paz
VAI,Vanimo Airport,PG,Pacific/Port_Moresby
